Datetime (UTC),Country,Zone Name,Zone Id,Carbon Intensity gCO₂eq/kWh (direct),Carbon Intensity gCO₂eq/kWh (LCA),Low Carbon Percentage,Renewable Percentage,Data Source,Data Estimated,Data Estimation Method
2023-01-09 03:00:00,USA,Southwestern Power Administration,US-CENT-SPA,504.2,616.76,12.31,12.31,eia.gov,false,
2023-01-09 04:00:00,USA,Southwestern Power Administration,US-CENT-SPA,488.31,597.76,15.18,15.13,eia.gov,false,
2023-01-09 05:00:00,USA,Southwestern Power Administration,US-CENT-SPA,469.08,572.87,19.23,18.81,eia.gov,false,
2023-01-09 06:00:00,USA,Southwestern Power Administration,US-CENT-SPA,473.3,577.65,18.53,18.05,eia.gov,false,
2023-01-09 07:00:00,USA,Southwestern Power Administration,US-CENT-SPA,468.27,571.23,19.56,19.0,eia.gov,false,
2023-01-09 08:00:00,USA,Southwestern Power Administration,US-CENT-SPA,471.65,576.73,18.51,18.21,eia.gov,false,
2023-01-09 09:00:00,USA,Southwestern Power Administration,US-CENT-SPA,462.55,564.61,20.51,19.96,eia.gov,false,
2023-01-09 10:00:00,USA,Southwestern Power Administration,US-CENT-SPA,453.2,553.19,22.27,21.67,eia.gov,false,
2023-01-09 11:00:00,USA,Southwestern Power Administration,US-CENT-SPA,362.27,449.9,37.0,37.0,eia.gov,false,
2023-01-09 12:00:00,USA,Southwestern Power Administration,US-CENT-SPA,137.91,186.13,76.02,76.02,eia.gov,false,
2023-01-09 13:00:00,USA,Southwestern Power Administration,US-CENT-SPA,126.1,172.25,78.07,78.07,eia.gov,false,
2023-01-09 14:00:00,USA,Southwestern Power Administration,US-CENT-SPA,151.96,202.65,73.57,73.57,eia.gov,false,
2023-01-09 15:00:00,USA,Southwestern Power Administration,US-CENT-SPA,182.35,238.39,68.29,68.29,eia.gov,false,
2023-01-09 16:00:00,USA,Southwestern Power Administration,US-CENT-SPA,332.0,414.32,42.26,42.26,eia.gov,false,
2023-01-09 17:00:00,USA,Southwestern Power Administration,US-CENT-SPA,397.43,491.24,30.88,30.88,eia.gov,false,
2023-01-09 18:00:00,USA,Southwestern Power Administration,US-CENT-SPA,443.96,543.78,23.45,23.12,eia.gov,false,
